CommercialCsiNumber,CommercialDeliveryMonth,UACsiNumber,SymbolCommercial,SymbolUA,ExchangeSymbol,Exchange,Name,SessionType,CloseField,SessionGroup,IsActive,TerminalPointValue,FullPointValue,Currency,ContractSize,Units,MinimumTick,TickValue,DeliveryMonths,StartDate,EndDate,LinkSymbol,TradingTime,OhlcOffset,Footnote,ConversionFactorCode,HasImplied5,HasCurrentDayVolume,HasCurrentDayOpenInterest,HasKnownExpirationDates,LastTotalVolume
411,0,411,BO2,BO2,BO,CBT,"Soybean Oil",Combined,Settlement,"BO,BO2,ZL",1,6,600,USD,"60000lb","cents/lb",1,6,VIVIVIVVVVIV,1996-03-01,2020-10-28,"BO starts at 1950-07-17","19:00 - 13:20",,"",2,0,0,0,1,109035
412,0,412,C2,C2,C,CBT,"Corn",Combined,Settlement,"C,C2,ZC",1,6.25,50,USD,"5000 bu","cents/bu",2,12.5,IIVIVIVIVIIV,1949-01-03,2020-10-28,"C starts at 1946-01-02","19:00 - 13:20",,"",-1,0,0,0,1,426691
413,0,413,W2,W2,W,CBT,"Wheat",Combined,Settlement,"W,W2,ZW",1,6.25,50,USD,"5000 bu","cents/bu",2,12.5,IIVIVIVIVIIV,1996-03-01,2020-10-28,"W starts at 1922-01-03","19:00 - 13:20",,"",-1,0,0,0,1,105855
414,0,414,O2,O2,O,CBT,"Oats",Combined,Settlement,"O,O2,ZO",1,6.25,50,USD,"5000 bu","cents/bu",2,12.5,IIVIVIVIVIIV,1949-01-03,2020-10-28,"O starts at 1947-01-02","19:00 - 13:20",,"",-1,0,0,0,1,534
415,0,415,RR2,RR2,RRF,CBT,"Rough Rice",Combined,Settlement,"RR,RR2,RR1",1,2,2000,USD,"2000CWT","USD/CWT",5,10,VIVIVIVIVIVI,1986-08-20,2020-10-28,"RR starts at 1986-08-20","19:00 - 13:20",,"",3,0,0,0,1,1722
416,0,416,EY,EY,EY,CME,"EuroYen",Combined,Settlement,"EY,EY2,EY1",0,250,250000,JPY,"JPY 100000000","JPY/bas pt",5,1250,IIVIIVIIVIIV,1996-03-06,2016-07-22,"","17:00 - 16:00",,"",3,0,0,0,1,
417,0,417,AR,AR,AR,ICEUS,"Australian Dollar/New Zealand $",,Settlement,"",1,2,200000,NZD,"AUD200000","NZD/AUD",10,20,IIVIIVIIVIIV,1999-05-14,2020-10-28,"","20:00 - 17:00",,"",5,0,0,0,1,0
418,0,418,YA,YA,YA,ICEUS,"Australian Dollar/Japanese Yen",,Settlement,"",1,200,200000,JPY,"AUD200000","JPY/AUD",5,1000,IIVIIVIIVIIV,1999-05-14,2020-10-28,"","20:00 - 17:00",,"",3,0,0,0,1,4
419,0,419,AT,AT,,CME,"Argentina Govt Bond FRB",,Settlement,"",0,10,1000,USD,"100000","points",1,10,IIVIIVIIVIIV,1996-03-26,2006-10-12,"","07:20 - 06:50",,"",2,0,0,0,1,
420,0,420,BE,BE,BE,CME,"Brazilian El Bond",,Settlement,"",0,10,1000,USD,"100000","points",1,10,IIVIIVIIVIIV,1996-03-26,2001-10-05,"","07:20 - 06:50",,"",2,0,0,0,1,
421,0,421,BF,BF,BF,CME,"Brazilian C Bond",,Settlement,"",0,10,1000,USD,"100000","points",1,10,IIVIIVIIVIIV,1996-03-26,2001-10-05,"","07:20 - 06:50",,"",2,0,0,0,1,
422,0,422,MN,MN,MN,CME,"Mexican PAR Bond",,Settlement,"",0,10,1000,USD,"MXN 100000","points",1,10,IIVIIVIIVIIV,1996-03-26,2001-10-05,"","07:20 - 06:50",,"",2,0,0,0,1,
423,0,423,EC,EC,,NYMEX,"Electricity-COB",,Settlement,"",0,6.34,634,USD,"634 MWH","USD/MWH",1,6.34,VVVVVVVVVVVV,1996-03-29,2002-02-15,"","16:00 - 14:30",,"",2,0,0,0,1,
424,0,424,EV9,EV9,,NYMEX,"Electricity-Palo Verde",,Settlement,"",0,6.34,634,USD,"634 MWH","USD/MWH",1,6.34,VVVVVVVVVVVV,1996-03-29,2002-02-15,"","16:00 - 14:30",,"",2,0,0,0,1,
425,0,425,YWH,YWH,,SFE,"Wheat",,Settlement,"",0,0.5,50,AUD,"50 Tonnes","AUD/Tonne",25,12.5,VIVIVIVIVIVI,1996-03-26,2002-03-19,"","10:00 - 16:00",,"",2,0,1,1,1,
426,0,426,BCB,BCB,,BMF,"Brazilian C Bond",,Settlement,"",0,31.25,1000,USD,"$100000","points",1,31.25,VVVVVVVVVVVV,1996-03-29,1999-09-30,"","12:30 - 19:30",,"",-3,0,0,0,1,
427,0,427,FEY,FEY,,LIFFE,"Euroyen-3Mth",,Settlement,"",0,250,250000,JPY,"JPY 100000000","JPY/bas pt",5,1250,IIVIIVIIVIIV,1996-04-11,2014-10-09,"","09:00 - 16:00",,"",3,0,0,0,1,
428,0,428,BW,BW,,ICEUS,"Butter-Grade AA",,Settlement,"",0,1,100,USD,"10000000lbs","cents/lb",1,1,SVSVSVSVSVSV,1996-10-15,2004-11-26,"","09:00 - 14:00",,"",2,0,0,0,1,
429,0,429,ND,ND,ND,CME,"Nasdaq 100 Index",Combined,Settlement,"ND,ND2,ND1",0,1,100,USD,"$100 x Index","points",25,25,IIVIIVIIVIIV,1996-04-10,2015-06-18,"","15:30 - 15:15",,"",2,0,0,0,0,
430,0,430,DSF,DSF,,FUTOP,"Danish 2000 Govt Bond 9%",,Settlement,"",0,100,10000,DKK,"DKK 1000000","points",1,100,IIVIIVIIVIIV,1995-05-04,1996-06-17,"","08:00 - 16:00",,"",2,0,0,0,1,
431,0,431,TK,TK,,ICEUS,"Pacific Technology Index",,Settlement,"",0,1,100,USD,"USD 100 x Index","points",5,5,IIVIIVIIVIIV,1996-04-23,2001-03-16,"","09:30 - 16:15",,"",2,0,0,0,0,
432,0,432,NP,NP,NPG,NYMEX,"Henry Hub Natural Gas Penultimate",,Settlement,"",1,2.5,2500,USD,"2500 mmBtu","USD/mmBtu",1,2.5,VVVVVVVVVVVV,1996-05-31,2020-10-28,"","18:00 - 17:00",,"",3,0,0,0,1,4802
433,0,433,IC,IC,,CME,"Mexican IPC Stock Index",,Settlement,"",0,2.5,25,USD,"$25 x Index","points",1,2.5,IIVIIVIIVIIV,1996-05-30,2001-10-05,"","08:30 - 15:15",,"",1,0,0,0,1,
434,0,434,WHE,WHE,,EOE,"Wheat",,Settlement,"",0,1.25,125,DEM,"125 tonnes","DEM/tonne",1,1.25,IVIVIVIVIVIV,1996-05-31,1996-12-19,"","10:00 - 16:30",,"",2,0,0,0,1,
435,0,435,SMB,SMB,,SOFFEX,"Swiss Govt Bond-Medium",,Settlement,"",0,10,1000,CHF,"CHF 100000","percent",1,10,IIVIIVIIVIIV,1996-06-21,1999-05-07,"","08:30 - 17:00",,"",2,0,0,0,1,
436,0,436,BLE,BLE,,MATIF,"Wheat-Milling",,Settlement,"",0,50,50,FRF,"50 tonnes","FRF/tonne",1,50,IVIIVIIIVIVI,1996-07-08,1998-08-21,"","10:30 - 18:15",,"",0,0,0,0,1,
437,0,437,MFG,MFG,,MEFF,"Diff-German",,Settlement,"",0,1,100,EUR,"EUR 100000","percent",1,1,IIVIIVIIVIIV,1996-06-28,1999-03-10,"","",,"",2,0,0,0,1,
438,0,438,MFR,MFR,,MEFF,"Diff-French",,Settlement,"",0,1000,100000,ESP,"10000000 ESP","percent",1,1000,IIVIIVIIVIIV,1996-06-28,1997-12-15,"","",,"",2,0,0,0,1,
439,0,439,MFI,MFI,,MEFF,"Diff-Italian",,Settlement,"",0,1000,100000,ESP,"10000000 ESP","percent",1,1000,IIVIIVIIVIIV,1996-06-28,1997-12-03,"","",,"",2,0,0,0,1,
440,0,440,FG,FG,,MGE,"Barley",,Settlement,"",0,2.25,18,USD,"180000 lbs","cents/CWT",1,2.25,IIVIVIVIVIIV,1996-07-30,1997-12-19,"","09:45 - 13:25",,"",-1,0,0,0,1,
441,0,441,DB,DB,DB,CME,"Butter",,Settlement,"",0,4,400,USD,"40000 lbs","cents/lb",2.5,10,IVVVVVVIVVVV,1996-09-05,2010-12-20,"","08:00 - 13:10",,"",2,0,0,0,1,
442,0,442,PT,PT,,ICEUS,"Potatoes",,Settlement,"",0,8.5,850,USD,"85000 lbs","USD/CWT",1,8.5,VIVIVIVIVIVI,1996-09-17,1999-05-10,"","09:45 - 14:00",,"",2,0,0,0,1,
443,0,443,MDX,MDX,F2MX,EUREX,"DAX Midcap Index",,Settlement,"",1,0.5,5,EUR,"EUR 5 x Index","points",1,0.5,IIVIIVIIVIIV,1996-09-23,2020-10-28,"","07:50 - 22:00",,"",1,0,1,0,1,805
444,0,444,NC9,NC9,,NYMEX,"Natural Gas-Alberta",,Settlement,"",0,10,10000,USD,"10000 M Btu","USD/M Btu",1,10,VVVVVVVVVVVV,1996-09-27,1997-12-16,"","09:50 - 15:10",,"",3,0,0,0,1,
445,0,445,BD,BD,BD,CME,"Lumber-OS Board-N.Central",,Settlement,"",0,1,100,USD,"100K sqft","$/1000 sqft",1,1,VIVIVIVIVIVI,1996-11-08,2001-11-15,"","09:00 - 13:05",,"",2,0,0,0,1,
446,0,446,LIB,LIB,,EUREX,"Euromark-1 Mth",,Settlement,"",0,25,25000,DEM,"DEM 3000000","DEM/bas pt",5,125,VVVVVVVVVVVV,1996-11-12,1998-12-15,"","",,"",3,0,0,0,1,
447,0,447,FEM,FEM,,LIFFE,"Euromark-1 Mth",,Settlement,"",0,2.5,2500,DEM,"DEM 3000000","DEM/bas pt",5,12.5,VVVVVVVVVVVV,1996-11-21,1998-12-14,"","08:00 - 17:59",,"",3,0,0,0,1,
448,0,448,STW,STW,TW,SGX,"MSCI Taiwan Index",Combined,Settlement,"STW,ST2,ST1",1,10,100,USD,"$100 x Index","points",1,10,SSVSSVSSVSSV,1997-01-09,2020-10-28,"","14:15 - 13:45",,"",1,0,1,0,1,64596
449,0,449,SP0,SP0,SP,CME,"S&P 500 Index (Divided by 10)",RTH,Settlement,"",0,25,250,USD,"$250 x Index","points",5,125,IIVIIVIIVIIV,1982-04-21,2017-10-27,"","08:30 - 15:15",,"",1,0,0,0,1,
450,0,450,RP,RP,RP,CME,"Euro/British Pound",,Settlement,"",1,1.25,125000,GBP,"EUR125000","GBP/EUR",5,6.25,SSVSSVSSVSSV,1999-01-11,2020-10-28,"","17:00 - 16:00",,"",5,0,0,0,1,447
451,0,451,RY,RY,RY,CME,"Euro/Japanese Yen",,Settlement,"",1,1250,125000,JPY,"EUR125000","JPY/EUR",1,1250,IIVIIVIIVIIV,1999-01-11,2020-10-28,"","17:00 - 16:00",,"",2,0,0,0,1,1034
452,0,452,RF,RF,RF,CME,"Euro/Swiss Franc",,Settlement,"",1,12.5,125000,CHF,"EUR125000","CHF/EUR",1,12.5,IIVIIVIIVIIV,1999-01-11,2020-10-28,"","17:00 - 16:00",,"",4,0,0,0,1,331
453,0,453,JB,JB,JB,CME,"10-Year Japanese Govt Bond",,Settlement,"",0,5000,500000,JPY,"JPY 50000000","percent",1,5000,IIVIIVIIVIIV,1999-01-22,2010-06-30,"","07:20 - 14:00",,"",2,0,0,0,1,
454,0,454,CU2,CU2,EC,CME,"Euro",RTH,Settlement,"CU2,CU,CU1",1,1.25,125000,USD,"EUR125000","USD/EUR",5,6.25,SSVSSVSSVSSV,1999-01-04,2020-10-28,"DM2 starts at 1992-06-26","17:00 - 16:00",,"",5,0,0,0,1,402
455,0,455,ND2,ND2,ND,CME,"Nasdaq 100",RTH,Settlement,"ND,ND2,ND1",0,1,100,USD,"$100 x Index","points",25,25,IIVIIVIIVIIV,1996-04-10,2015-06-18,"","08:30 - 15:15",,"",2,0,0,0,1,
456,0,456,QJ,QJ,,NYMEX,"Electricity-PJM",,Settlement,"",0,7.36,736,USD,"736 MWH","USD/MWH",1,7.36,VVVVVVVVVVVV,1999-03-19,2006-01-20,"","09:40 - 14:55",,"",2,0,0,0,1,
457,0,457,BU,BU,,CBT,"German Bund",,Settlement,"",0,25,2500,DEM,"DEM 250K","points",1,25,IIVIIVIIVIIV,1997-05-09,1997-12-17,"","18:20 - 14:00",,"",2,0,0,0,1,
458,0,458,RA2,RA2,RA,CME,"South African Rand",RTH,Settlement,"RA2,RA,RA1",1,5,500000,USD,"ZAR500000","USD/ZAR",2.5,12.5,VVVVVVVVVVVV,1997-05-07,2020-10-28,"","17:00 - 16:00",,"",5,1,0,0,1,0
459,0,459,NE2,NE2,NE,CME,"New Zealand Dollar",RTH,Settlement,"NE2,NE,NE1",1,10,100000,USD,"NZD100000","USD/NZD",1,10,IIVIIVIIVIIV,1997-05-07,2020-10-28,"","17:00 - 16:00",,"",4,0,0,0,1,0
460,0,460,JAL,JAL,,TCE,"Aluminum",RTH,Settlement,"JAL,JA6,JA5",0,500,5000,JPY,"5 tonnes","JPY/kg",1,500,SVSVSVSVSVSV,1997-04-07,2010-10-29,"","09:00 - 15:30",,"",1,0,1,1,0,
461,0,461,TS,TS,TS,CME,"Mexican CETES T-Bill",,Settlement,"",0,50,5000,MXN,"MXP2000000","MXP/bas pt",1,50,IIVIIVIIVIIV,1997-04-03,2004-11-26,"","",,"",2,0,0,0,1,
462,0,462,MJ,MJ,,ICEUS,"Milk BFP",,Settlement,"",0,10,1000,USD,"$1K x BFP","USD/CWT",1,10,VVVVVVVVVVVV,1997-04-08,2001-02-01,"","09:00 - 14:00",,"",2,0,0,0,1,
463,0,463,IFF,IFF,,MIF,"Italian Govt Bond-5Yr 6%",,Settlement,"",0,20000,2000000,USD,"ITL 200000000","percent",1,20000,IIVIIVIIVIIV,1997-04-08,1998-06-04,"","",,"",2,0,0,0,1,
464,0,464,IFT,IFT,,MIF,"Italian Govt Bond-10Yr 6%",,Settlement,"",0,10,1000,EUR,"EUR 100000","percent",1,10,IIVIIVIIVIIV,1997-04-08,2000-09-07,"","09:10 - 17:00",,"",2,0,0,0,0,
465,0,465,TE,TE,TE,CME,"Mexican 28-Day TIIE",,Settlement,"",0,50,5000,MXN,"MXP6000000","MXP/bas pt",1,50,VVVVVVVVVVVV,1997-04-17,2001-10-05,"","14:45 - 14:00",,"",2,0,0,0,1,
466,0,466,ALS,ALS,ALSI,SAFEX,"FTSE/JSE Top 40 Index",,Settlement,"",1,10,10,ZAR,"ZAR 10 x Index","points",1,10,SSVSSVSSVSSV,1990-05-02,2020-10-28,"","07:00 - 17:30",,"",0,0,1,1,1,26331
467,0,467,GLD,GLD,,SAFEX,"JSE All Gold Index",,Settlement,"",0,1,10,ZAR,"ZAR 10 x Index","points",1,1,IIVIIVIIVIIV,1990-05-02,2011-12-19,"","07:00 - 17:30",,"",1,0,0,0,1,
468,0,468,INI,INI,INDI,SAFEX,"Industrial Index",,Settlement,"",1,10,10,ZAR,"ZAR 10 x Index","points",1,10,IIVIIVIIVIIV,1990-05-02,2020-10-28,"","07:00 - 17:30",,"",0,0,1,1,1,0
469,0,469,RLA,RLA,,SAFEX,"South African Govt Bond 12% 2005 Bond",,Settlement,"",0,10,10000,ZAR,"ZAR 1M","percent",1,10,IVIIVIIVIIVI,1994-11-04,2004-05-28,"","07:00 - 17:30",,"",3,0,0,0,1,
470,0,470,RSA,RSA,,SAFEX,"South African Govt Bond-13% 2010",,Settlement,"",0,10,10000,ZAR,"ZAR 1M","percent",1,10,IVIIVIIVIIVI,1996-08-02,2005-09-28,"","07:00 - 17:30",,"",3,0,1,1,1,
471,0,471,AU,AU,AU,FINEX,"AUD/USD  --> moved to #1693",,Settlement,"",0,2,200000,USD,"AUD 200K","USD",5,10,IIVIIVIIVIIV,1997-05-01,2011-09-19,"","19:00 - 15:00",,"",5,0,0,0,1,
472,0,472,ZX,ZX,ZX,FINEX,"NZD/USD  --> moved to #1701",,Settlement,"",0,2,200000,USD,"NZD 200K","USD",5,10,IIVIIVIIVIIV,1997-05-01,2011-12-19,"","19:00 - 15:00",,"",5,0,0,0,1,
473,0,473,ZY,ZY,ZY,FINEX,"CHF/JPY  --> moved to #1698",,Settlement,"",0,200,200000,JPY,"CHF 200000","JPY",5,1000,IIVIIVIIVIIV,1998-11-20,2011-09-19,"","19:00 - 15:00",,"",3,0,0,0,1,
474,0,474,BMB,BMB,,BELFOX,"Belgium Medium Govt Bond",,Settlement,"",0,250,25000,BEF,"BEF 2500000","percent",1,250,IIVIIVIIVIIV,1997-05-16,1998-09-18,"","09:00 - 17:00",,"",2,0,0,0,0,
475,0,475,RIB,RIB,,MIF,"RIBOR 1Mth-SIA",,Settlement,"",0,25000,2500000,ITL,"ITL 3000000000","ITL/bas pt",1,25000,VVVVVVVVVVVV,1997-06-02,1998-12-15,"","08:50 - 17:10",,"",2,0,0,0,1,
476,0,476,IP,IP,,CME,"British Pound/Deutsche Mark",,Settlement,"",0,12.5,125000,DEM,"GBP 125K","DEM",1,12.5,IIVIIVIIVIIV,1997-06-09,1999-05-05,"","07:20 - 14:00",,"",4,0,0,0,1,
477,0,477,IY,IY,,CME,"D. Mark/Japanese Yen",,Settlement,"",0,250,250000,JPY,"DEM 250K","JPY",5,1250,IIVIIVIIVIIV,1997-06-09,1999-05-05,"","07:20 - 14:00",,"",3,0,0,0,1,
478,0,478,OL,OL,OL,FINEX,"EUR/NOK  --> moved to #1696",,Settlement,"",0,1,100000,NOK,"EUR100000","NOK",25,25,IIVIIVIIVIIV,1999-05-14,2011-09-19,"","19:00 - 15:00",,"",5,0,0,0,1,
479,0,479,PC9,PC9,,CME,"Pork Cutouts",,Settlement,"",0,4,400,USD,"40K lbs","cents/lb",2.5,10,VVVVVVVVVVVV,1999-01-08,2000-04-14,"","10:15 - 14:05",,"",2,1,0,0,1,
480,0,480,BB9,BB9,,CME,"Beef-Boneless",,Settlement,"",0,2,200,USD,"20K lbs","cents/lb",10,20,IVVVIVIVIVIV,1997-06-16,1999-04-30,"","08:50 - 13:00",,"",2,0,0,0,1,
481,0,481,TR,TR,,CME,"Beef Trimmings",,Settlement,"",0,2,200,USD,"20K lbs","cents/lb",10,20,IVVVIVIVIVIV,1997-06-16,1998-12-16,"","08:50 - 13:00",,"",2,0,0,0,1,
482,0,482,RH,RH,,FINEX,"Indonesian Rupiah",,Settlement,"",0,7,700000,USD,"IDR700M","USD",1,7,IIVIIVIIVIIV,1997-12-05,2003-11-28,"","19:00 - 15:00",,"",5,0,0,0,1,
483,0,483,RM,RM,,FINEX,"Malaysian Ringgit",,Settlement,"",0,7,700000,USD,"MYR 700K","USD",1,7,IIVIIVIIVIIV,1997-12-05,2002-10-15,"","19:00 - 15:00",,"",5,0,0,0,1,
484,0,484,TH,TH,,FINEX,"Thai Baht",,Settlement,"",0,7,70000,USD,"THB 7M","USD/THB 100",1,7,IIVIIVIIVIIV,1997-12-05,2004-05-25,"","19:00 - 15:00",,"",4,0,0,0,1,
485,0,485,YD,YD,YD,FINEX,"Canadian Dollar",,Settlement,"",0,2,200000,CAD,"USD200000","CAD/USD",5,10,IIVIIVIIVIIV,1997-07-11,2007-12-20,"","19:00 - 15:00",,"",5,0,0,0,1,
486,0,486,STF,STF,TF,SGX,"SICOM TSR20 Rubber",,Settlement,"",1,0.5,50,USD,"5000 kg","USD 0.01/kg",10,5,VVVVVVVVVVVV,1997-07-25,2020-10-28,"","07:55 - 18:00",,"",2,0,1,0,1,13698
487,0,487,ES,ES,ES,CME,"e-mini S&P 500 Index",Combined,Settlement,"",1,0.5,50,USD,"$50 x Index","points",25,12.5,IIVIIVIIVIIV,1997-09-09,2020-10-28,"SP2 starts at 1982-04-21","17:00 - 16:00",,"",2,0,0,0,1,1567010
488,0,488,YR5,YR5,,MATIF,"French 5 Year Govt Bond",,Settlement,"",0,10,1000,EUR,"EUR 100000","percent",1,10,IIVIIVIIVIIV,1997-09-10,2004-06-14,"","08:30 - 16:30",,"",2,0,1,0,0,
489,0,489,HRI,HRI,,HKEX,"Hang Seng Red China Index",,Settlement,"",0,50,500,USD,"HKD50 x Index","points",1,50,VVVVVVVVVVVV,1997-09-12,2001-08-30,"","10:00 - 16:00",,"",1,0,1,0,1,
491,0,491,PSI,PSI,,BDP,"PSI 20 Index",,Settlement,"",1,1,1,EUR,"EUR 1 x Index","points",1,1,IIVIIVIIVIIV,1997-09-03,2020-10-28,"","09:30 - 16:30",,"",0,0,1,1,1,0
492,0,492,BDP,BDP,,BDP,"Portugese Govt Bond 6.5%",,Settlement,"",0,10,1000,EUR,"EUR 100000","percent",1,10,IIVIIVIIVIIV,1997-09-02,1999-09-16,"","08:30 - 16:30",,"",2,0,0,0,1,
493,0,493,LBO,LBO,,BDP,"Lisbon LISBOR 3mth",,Settlement,"",0,12.5,1250,EUR,"EUR500000","percent",1,12.5,IIVIIVIIVIIV,1997-09-02,2000-03-14,"","08:30 - 16:30",,"",2,0,0,0,1,
494,0,494,YNE,YNE,,SFE,"Electricity-NSW",,Settlement,"",0,5,500,AUD,"500 MWH","AUD/MWH",5,25,VVVVVVVVVVVV,1997-09-29,2002-07-04,"","10:00 - 16:00",,"",2,0,1,1,1,
495,0,495,YVE,YVE,,SFE,"Electricity-Victoria",,Settlement,"",0,5,500,AUD,"500 MWH","AUD/MWH",5,25,VVVVVVVVVVVV,1997-09-29,2002-07-04,"","10:00 - 16:00",,"",2,0,1,1,1,
496,0,496,DJ,DJ,ZD,CBT,"Dow Jones Industrial Index",Combined,Settlement,"DJ,DJ2,DJ3",0,10,10,USD,"$10 x Index","points",1,10,IIVIIVIIVIIV,1997-10-06,2015-06-19,"","15:30 - 15:15",,"",0,0,0,0,1,
497,0,497,NQ,NQ,NQ,CME,"e-mini Nasdaq 100 Index",,Settlement,"",1,0.2,20,USD,"$20 x Index","points",25,5,IIVIIVIIVIIV,1999-06-21,2020-10-28,"","17:00 - 16:00",,"",2,0,0,0,1,552143
498,0,498,JT,JT,J7,CME,"e-mini Japanese Yen",,Settlement,"",1,0.625,62500,USD,"JPY 6250000","USD/JPY 100",10,6.25,IIVIIVIIVIIV,1999-10-08,2020-10-28,"","14:30 - 14:00",,"",5,0,0,0,1,427
499,0,499,EX,EX,E7,CME,"e-mini Euro",,Settlement,"",1,0.625,62500,USD,"EUR 62500","USD/EUR",10,6.25,IIVIIVIIVIIV,1999-10-08,2020-10-28,"","14:30 - 14:00",,"",5,0,0,0,1,4125
500,0,500,HIR,HIR,,HKEX,"3-Month HIBOR",,Settlement,"",1,125,12500,HKD,"HKD 5000000","percent",1,125,SSVSSVSSVSSV,1997-09-26,2020-10-28,"","08:30 - 17:00",,"",2,0,1,1,1,0
501,0,501,KOS,KOS,,KRX,"KOSPI 200 Index-KRX",,Settlement,"",1,2500,250000,KRW,"KRW 250000 x Index","points",5,12500,IIVIIVIIVIIV,1998-01-20,2020-10-28,"","09:00 - 15:35",,"",2,0,1,1,1,230784
502,0,502,DSP,DSP,,FUTOP,"Danish 2007 Govt Bond 7%",,Settlement,"",0,100,10000,DKK,"DKK1000000","points",1,100,IIVIIVIIVIIV,1998-01-20,1999-03-16,"","08:00 - 16:00",,"",2,0,0,0,1,
503,0,503,DW,DW,,MGE,"Wheat-Durum",,Settlement,"",0,6.25,50,USD,"5000 bu","cents/bu",2,12.5,IIVIVIVIVIIV,1998-02-12,2002-12-19,"","09:40 - 13:15",,"",-1,0,0,0,1,
504,0,504,FYG,FYG,,LIFFE,"Gilt-Short 5-Yr",,Settlement,"",0,10,1000,GBP,"GBP100000","percent",1,10,IIVIIVIIVIIV,1998-02-25,2000-12-27,"","08:00 - 18:00",,"",2,0,0,0,1,
505,0,505,JKS,JKS,,ODE,"Soybeans-Imported",,Settlement,"",0,30,30,JPY,"30 tons","JPY/ton",10,300,IVIVIVIVIVIV,1998-03-11,2004-08-26,"","10:00 - 15:00",,"",0,0,1,0,1,
506,0,506,JKB,JKB,,ODE,"Red Azuki Beans",,Settlement,"",1,80,80,JPY,"2400kg","JPY/30kg",10,800,VVVVVVVVVVVV,1998-03-11,2020-10-28,"","09:00 - 15:00",,"",0,0,1,1,1,0
507,0,507,JKG,JKG,,ODE,"Raw Sugar",,Settlement,"",1,10,10,JPY,"10 tonnes","JPY/tonne",10,100,VIVIVIVIVIVI,1998-03-11,2020-10-28,"","09:45 - 15:45",,"",0,0,1,1,1,0
508,0,508,JRS,JRS,,ODE,"Silk-Raw",,Settlement,"",0,150,150,JPY,"150kg","JPY/kg",1,150,VVVVVVVVVVVV,1998-03-11,2006-03-31,"","09:15 - 14:50",,"",0,0,1,0,1,
509,0,509,JSB,JSB,,ODE,"U.S. Soybeans",,Settlement,"",1,10,10,JPY,"10 tonnes","JPY/tonne",10,100,IVIVIVIVIVIV,1996-06-24,2020-10-28,"","09:20 - 15:20",,"",0,0,1,1,1,0
510,0,510,JRK,JRK,,ODE,"Azuki Beans-Red",,Settlement,"",0,80,80,JPY,"2400kg","JPY/30kg",10,800,VVVVVVVVVVVV,1996-06-24,2005-09-09,"","09:00 - 15:00",,"",0,0,1,0,1,
511,0,511,JKC,JKC,,ODE,"Yellow Corn",,Settlement,"",0,50,50,JPY,"50 tonne","JPY/tonne",10,500,IVIVIVIVIVIV,1996-06-24,2020-04-17,"","09:20 - 15:20",,"",0,0,1,1,1,
512,0,512,JGN,JGN,,CCX,"Soybeans-Imported",,Settlement,"",0,30,30,JPY,"30 tons","JPY/ton",10,300,VIVIVIVIVIVI,1998-03-11,2003-05-27,"","09:00 - 15:00",,"",0,0,1,0,1,
513,0,513,JR9,JR9,,CCX,"Azuki Beans-Red",,Settlement,"",0,80,80,JPY,"2400kg","JPY/kg",10,800,VVVVVVVVVVVV,1998-03-11,2004-08-06,"","09:00 - 15:00",,"",0,0,1,0,1,
514,0,514,JNC,JNC,,CCX,"Cotton 40",,Settlement,"",0,400,4000,JPY,"4000lbs","JPY/lb",1,400,VVVVVVVVVVVV,1998-03-11,2002-03-26,"","09:20 - 14:20",,"",1,0,1,0,1,
515,0,515,JGW,JGW,,CCX,"Wool",,Settlement,"",0,500,500,JPY,"500kg","JPY/kg",1,500,VVVVVVVVVVVV,1998-03-11,2000-01-26,"","09:40 - 14:40",,"",0,0,0,0,1,
516,0,516,JDT,JDT,,CCX,"Cocoons-Dried",,Settlement,"",0,300,300,JPY,"300kg","JPY/kg",1,300,VVVVVVVVVVVV,1998-03-11,2002-03-15,"","09:30 - 15:15",,"",0,0,1,0,1,
517,0,517,BL2,BL2,EBM,MATIF,"Milling Wheat",,Settlement,"",1,0.5,50,EUR,"50 tonnes","EUR/tonne",25,12.5,IIVIVIIIVIIV,1998-03-27,2020-10-28,"","11:15 - 18:00",,"",2,0,1,0,1,66092
518,0,518,JBK,JBK,,TSE,"TOPIX Banking Index",,Settlement,"",0,1000,10000,JPY,"JPY 10000 x TOPIX","Points",1,1000,IIVIIVIIVIIV,1998-04-10,2004-09-09,"","09:00 - 15:10",,"",1,0,1,1,1,
519,0,519,RU2,RU2,RU,CME,"Russian Ruble",RTH,Settlement,"RU2,RU,RU1",1,2.5,2500000,USD,"RUB 2500000","USD/RUB",5,12.5,VVVVVVVVVVVV,1998-04-21,2020-10-28,"","17:00 - 16:00",,"",6,0,0,0,1,0
520,0,520,CTX,CTX,,OTOB,"Czech Index",,Settlement,"",0,0.1,10,EUR,"EUR 10 x Index","points",1,0.1,VVVVVVVVVVVV,1998-04-22,2013-10-04,"","",,"",2,0,1,1,0,
521,0,521,PTX,PTX,,OTOB,"Polish Index",,Settlement,"",0,0.1,10,EUR,"EUR 10 x Index","points",1,0.1,VVVVVVVVVVVV,1998-04-22,2013-10-04,"","",,"",2,0,1,1,0,
522,0,522,RTX,RTX,,OTOB,"Russian Index",,Settlement,"",0,0.1,10,USD,"$10 x Index","points",1,0.1,VVVVVVVVVVVV,1998-04-22,2013-10-04,"","",,"",2,0,1,1,1,
